text,label
i don't get why people like that movie.,confusion
my day is definitely going very well today somehow.,happiness
i think things are starting to fall into place finally.,hope
"my package arrived really quickly, wow.",surprise
i'm struggling to keep it together right now,sadness
i just feel really on edge today for some reason.,anxiety
feeling kinda isolated in this big city lately.,loneliness
"just aced my math test, feeling pretty good now.",pride
i'm hoping for a nice weekend ahead of me.,hope
"my weekend plans fell through, that sucks.",disappointment
why do you always talk to my ex so much?,jealousy
this morning's sunshine is definitely lifting my mood today.,happiness
her graduation ceremony was incredibly joyful for everyone there.,happiness
every moment with you is my happy place now.,love
i'm really grateful for a second chance today honestly,gratitude
i'm getting a little nervous about the flight tomorrow.,fear
"feeling left out of everything going on lately, sucks.",loneliness
feeling totally defeated after that conversation,disappointment
i wish i had said no to that second helping.,guilt
"my brain won't shut off at night, it's frustrating.",anxiety
i'm feeling pretty overwhelmed by all these responsibilities lately.,anxiety
"i'm not sure why, but i'm feeling possessive today.",jealousy
this public restroom is seriously disgusting to me now,disgust
that phone call didn't go as badly as thought,relief
"my family has been super helpful lately, i appreciate that.",gratitude
this could be the turning point for my life.,hope
"something's just not feeling right today, idk what it is",sadness
my headache is finally starting to fade away,relief
i aced that difficult test without studying much.,pride
i'm grateful for this chance to learn something new today.,gratitude
i wish you'd focus on our relationship more often too.,jealousy
"i feel like i'm not making any progress, it's frustrating.",frustration
my mood is kinda off today i think.,sadness
feeling a bit lonely after moving to this city,loneliness
this week has been kinda disappointing so far honestly.,disappointment
my friend's success is making me feel a bit insecure.,jealousy
feeling anxious when strangers approach me suddenly.,happiness
my morning commute was a total disaster again today.,frustration
i'm hoping this new medication will help my symptoms.,hope
my brother's habits are really grossing me out lately.,disgust
my friend's new haircut looks pretty different.,surprise
i'm staying positive about the outcome of this,hope
i'm haunted by my past mistakes daily now.,guilt
today's commute was pretty frustrating for some reason.,anger
things are starting to look up for me financially now.,hope
guilt is literally suffocating me over this decision made yesterday,guilt
i'm beyond grateful for another year of life today.,gratitude
4 i'm thankful for this relaxing weekend ahead of me.,gratitude
just met someone and everything feels really perfect now.,happiness
being with you feels incredibly right to me.,love
nobody seems to be available to hang out today.,loneliness
your old photos with her still make me uneasy.,jealousy
i'm totally shocked by what just happened!,surprise
my day has been ruined by one stupid mistake.,anger
being alone on weekends is getting old for me now,loneliness
"why is she always texting my partner, anyway?",jealousy
my computer keeps freezing on me today,frustration
thank god this awful week is almost over now!,relief
the countdown begins for our longawaited summer road trip adventure.,excitement
not really sure what i'm doing right now.,confusion
i'm really surprised i finished my project on time.,surprise
i'm getting annoyed with these technical issues already,frustration
my anxiety is starting to fade away slowly.,relief
i feel really queasy after eating that bad pizza.,disgust
i'm feeling kinda stuck and unsure what to do.,anxiety
my food smells really bad for some reason,disgust
i feel somewhat optimistic about this new project,hope
tomorrow's road trip will be the ultimate thrill ride!,excitement
a surprise party was being planned for her birthday.,excitement
i'm so done with this nasty cold weather.,disgust
today's been a total disaster because of my carelessness,guilt
hearing the news made me rather incredibly happy suddenly.,happiness
not entirely sure how to start this task.,confusion
"i'm literally shaking with anxiety right now, help!",anxiety
this homework is driving me crazy slowly.,frustration
"i'm not gonna lie, it bothers me a bit.",jealousy
i'm really surprised by how well i did today.,surprise
what if something bad happens while i'm traveling?,fear
seen some beauty in the world's imperfections lately.,happiness
just saw a rat and almost had a heart attack,disgust
i'm kinda sad that it's already over now.,disappointment
the city lights twinkled like diamonds on her birthday.,excitement
this week is dragging on forever it feels like.,disappointment
my anxiety level just dropped a thousand notches somehow.,relief
tonight feels like it's dragging on forever alone,loneliness
"i feel kinda scared of heights, to be honest.",fear
this crowded public restroom is pretty disgusting,disgust
this delay is seriously annoying the heck out of me.,anger
i'm feeling really optimistic about my life right now.,hope
i'm thankful for my cozy little apartment.,gratitude
i feel like i'm going to throw up from smell,disgust
heard that my sister is totally cancerfree now finally!,happiness
everything is going so perfectly today somehow.,happiness
"got my car fixed, no more worrying about that.",relief
i'm really selfconscious about my outfit choice today.,embarrassment
i'm really regretting that haircut right now lol.,embarrassment
my day might actually turn out okay.,hope
